LOCATION_CITY,SECTOR,CAPACITY_ACTUAL_ROOM,OCCUPIED_ROOMS
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,157,157
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,64,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,50,50
Toronto,Families,20,20
Vaughan,Mixed Adult,60,59
Toronto,Families,33,33
Toronto,Mixed Adult,65,59
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,261,261
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,189,189
Toronto,Men,30,30
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,78,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,157,157
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,50,50
Toronto,Families,20,20
Vaughan,Mixed Adult,60,60
Toronto,Families,33,33
Toronto,Mixed Adult,65,59
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,261,261
Toronto,Men,47,47
Scarborough,Mixed Adult,326,326
Toronto,Mixed Adult,189,189
Toronto,Men,29,29
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,73
Toronto,Mixed Adult,49,49
Toronto,Families,78,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,24
Toronto,Families,149,149
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,156,156
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,81,81
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,49,49
Toronto,Families,20,20
Vaughan,Mixed Adult,60,60
Toronto,Families,33,33
Toronto,Mixed Adult,65,59
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,261,261
Toronto,Men,47,47
Scarborough,Mixed Adult,326,326
Toronto,Mixed Adult,189,189
Toronto,Men,29,29
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,73,73
Toronto,Mixed Adult,49,49
Toronto,Families,78,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,24
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,156,156
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,49,49
Toronto,Families,20,20
Vaughan,Mixed Adult,60,60
Toronto,Families,33,33
Toronto,Mixed Adult,65,59
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,261,261
Toronto,Men,47,47
Scarborough,Mixed Adult,326,326
Toronto,Mixed Adult,189,189
Toronto,Men,29,29
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,73,73
Toronto,Mixed Adult,49,49
Toronto,Families,78,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,24,24
Toronto,Families,150,149
Toronto,Mixed Adult,57,57
North York,Families,72,72
North York,Families,156,156
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,64,64
North York,Mixed Adult,12,12
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,49,49
Toronto,Families,20,20
Vaughan,Mixed Adult,60,60
Toronto,Families,33,33
Toronto,Mixed Adult,65,58
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,261,261
Toronto,Men,47,47
Scarborough,Mixed Adult,325,325
Toronto,Mixed Adult,189,189
Toronto,Men,30,30
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,78,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,28,24
Toronto,Families,150,149
Toronto,Mixed Adult,57,57
North York,Families,72,72
North York,Families,156,156
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,64,64
North York,Mixed Adult,12,12
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,20
Vaughan,Mixed Adult,60,60
Toronto,Families,33,33
Toronto,Mixed Adult,65,58
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,260,260
Toronto,Men,47,47
Scarborough,Mixed Adult,323,323
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,52,52
Toronto,Families,4,4
Toronto,Families,28,24
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,72,72
North York,Families,156,156
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,64,63
North York,Mixed Adult,12,12
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,20
Vaughan,Mixed Adult,60,60
Toronto,Families,33,33
Toronto,Mixed Adult,65,57
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,259,259
Toronto,Men,47,47
Scarborough,Mixed Adult,323,323
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,54,54
Toronto,Families,4,4
Toronto,Families,28,24
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,155,155
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,20
Vaughan,Mixed Adult,60,60
Toronto,Families,33,33
Toronto,Mixed Adult,65,56
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,259,259
Toronto,Men,47,47
Scarborough,Mixed Adult,323,323
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,75,75
North York,Families,153,153
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,20
Vaughan,Mixed Adult,60,59
Toronto,Families,33,33
Toronto,Mixed Adult,65,56
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,45
North York,Mixed Adult,259,259
Toronto,Men,47,47
Scarborough,Mixed Adult,324,324
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,52,52
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,75,75
North York,Families,152,152
Etobicoke,Mixed Adult,149,149
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,47,47
Toronto,Families,20,20
Vaughan,Mixed Adult,60,59
Toronto,Families,33,33
Toronto,Mixed Adult,65,56
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,259,259
Toronto,Men,47,47
Scarborough,Mixed Adult,324,324
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,52,52
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,75,75
North York,Families,152,152
Etobicoke,Mixed Adult,149,149
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,47,47
Toronto,Families,20,20
Vaughan,Mixed Adult,60,59
Toronto,Families,33,33
Toronto,Mixed Adult,65,56
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,259,259
Toronto,Men,47,47
Scarborough,Mixed Adult,324,324
Toronto,Mixed Adult,188,188
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,48
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,75,75
North York,Families,153,153
Etobicoke,Mixed Adult,149,149
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,47,47
Toronto,Families,20,20
Vaughan,Mixed Adult,60,59
Toronto,Families,33,33
Toronto,Mixed Adult,65,55
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,259,259
Toronto,Men,47,47
Scarborough,Mixed Adult,324,324
Toronto,Mixed Adult,188,188
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,48
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,74,74
North York,Families,153,152
Etobicoke,Mixed Adult,149,149
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,12,12
North York,Mixed Adult,83,83
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,45,45
Toronto,Families,47,47
Toronto,Families,20,20
Vaughan,Mixed Adult,60,59
Toronto,Families,33,33
Toronto,Mixed Adult,65,56
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,260,260
Toronto,Men,47,47
Scarborough,Mixed Adult,324,324
Toronto,Mixed Adult,188,188
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,48
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,74,73
North York,Families,155,155
Etobicoke,Mixed Adult,149,149
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,62
North York,Mixed Adult,12,12
North York,Mixed Adult,83,83
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,19,19
Vaughan,Mixed Adult,60,59
Toronto,Families,33,33
Toronto,Mixed Adult,65,57
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,262,262
Toronto,Men,47,47
Scarborough,Mixed Adult,322,322
Toronto,Mixed Adult,188,188
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,74,73
North York,Families,155,155
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,62,62
North York,Mixed Adult,12,12
North York,Mixed Adult,83,83
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,19,19
Vaughan,Mixed Adult,60,59
Toronto,Families,33,33
Toronto,Mixed Adult,65,60
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,261,261
Toronto,Men,47,47
Scarborough,Mixed Adult,322,322
Toronto,Mixed Adult,188,188
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,77
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,156,156
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,12,12
North York,Mixed Adult,83,83
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,19
Vaughan,Mixed Adult,60,59
Toronto,Families,33,33
Toronto,Mixed Adult,65,60
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,264,264
Toronto,Men,47,47
Scarborough,Mixed Adult,320,320
Toronto,Mixed Adult,188,188
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,156,156
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,12,12
North York,Mixed Adult,83,83
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,20
Vaughan,Mixed Adult,60,58
Toronto,Families,33,33
Toronto,Mixed Adult,65,57
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,264,264
Toronto,Men,47,47
Scarborough,Mixed Adult,319,319
Toronto,Mixed Adult,188,188
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,156,156
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,12,12
North York,Mixed Adult,83,83
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,20
Vaughan,Mixed Adult,60,57
Toronto,Families,33,33
Toronto,Mixed Adult,65,56
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,264,264
Toronto,Men,47,47
Scarborough,Mixed Adult,320,320
Toronto,Mixed Adult,188,188
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,149,149
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,157,157
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,12,12
North York,Mixed Adult,83,83
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,20
Vaughan,Mixed Adult,60,58
Toronto,Families,33,33
Toronto,Mixed Adult,65,56
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,265,265
Toronto,Men,47,47
Scarborough,Mixed Adult,320,320
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,74
Toronto,Mixed Adult,49,49
Toronto,Families,79,78
Toronto,Families,27,26
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,158,158
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,12,12
North York,Mixed Adult,83,83
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,105,105
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,20
Vaughan,Mixed Adult,60,57
Toronto,Families,33,33
Toronto,Mixed Adult,65,56
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,45
North York,Mixed Adult,264,264
Toronto,Men,47,46
Scarborough,Mixed Adult,321,321
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,73
Toronto,Mixed Adult,49,49
Toronto,Families,79,78
Toronto,Families,27,26
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,73,73
North York,Families,158,158
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,12,12
North York,Mixed Adult,83,83
North York,Mixed Adult,15,15
North York,Mixed Adult,77,77
Scarborough,Women,104,104
Toronto,Families,46,46
Toronto,Families,48,48
Toronto,Families,20,20
Vaughan,Mixed Adult,60,57
Toronto,Families,33,33
Toronto,Mixed Adult,65,56
Toronto,Mixed Adult,65,65
Scarborough,Youth,46,46
North York,Mixed Adult,267,267
Toronto,Men,47,45
Scarborough,Mixed Adult,323,323
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,6,6
Toronto,Mixed Adult,62,62
Toronto,Families,74,73
Toronto,Mixed Adult,49,49
Toronto,Families,79,78
Toronto,Families,27,26
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,53,53
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
